OrderID,Date,CustomerID,ProdNumber,Quantity,Day,Month,MonthName,Year
48,2020-01-09,1083,RS707,6,9,1,January,2020
49,2020-01-09,371,EB513,5,9,1,January,2020
50,2020-01-09,11,EB504,1,9,1,January,2020
51,2020-01-09,1551,EB518,3,9,1,January,2020
52,2020-01-09,1542,RS707,5,9,1,January,2020
53,2020-01-10,2001,RS705,2,10,1,January,2020
54,2020-01-10,647,DS304,2,10,1,January,2020
55,2020-01-10,288,TV812,2,10,1,January,2020
56,2020-01-11,934,DK208,4,11,1,January,2020
57,2020-01-12,1653,EB509,6,12,1,January,2020
58,2020-01-12,46,EB514,4,12,1,January,2020
59,2020-01-12,1340,BP107,6,12,1,January,2020
60,2020-01-12,366,RK606,3,12,1,January,2020
61,2020-01-13,1798,EB513,4,13,1,January,2020
62,2020-01-13,133,EB508,4,13,1,January,2020
63,2020-01-13,1101,EB514,1,13,1,January,2020
64,2020-01-13,894,TV809,5,13,1,January,2020
65,2020-01-14,628,TV805,5,14,1,January,2020
66,2020-01-14,1878,BP110,3,14,1,January,2020
67,2020-01-14,1123,EB505,2,14,1,January,2020
68,2020-01-14,1214,EB518,4,14,1,January,2020
69,2020-01-14,1162,DS307,6,14,1,January,2020
70,2020-01-14,1944,BP108,3,14,1,January,2020
71,2020-01-15,185,BP110,5,15,1,January,2020
72,2020-01-15,1202,EB505,5,15,1,January,2020
73,2020-01-15,700,EB514,3,15,1,January,2020
74,2020-01-16,1773,DK202,2,16,1,January,2020
75,2020-01-16,96,DK205,5,16,1,January,2020
76,2020-01-17,1264,EB503,4,17,1,January,2020
77,2020-01-17,606,RK605,3,17,1,January,2020
78,2020-01-17,1285,EB517,6,17,1,January,2020
79,2020-01-18,897,DK209,3,18,1,January,2020
80,2020-01-18,522,BP109,2,18,1,January,2020
81,2020-01-18,653,EB521,3,18,1,January,2020
82,2020-01-18,1845,TV804,2,18,1,January,2020
83,2020-01-18,1052,EB504,6,18,1,January,2020
84,2020-01-19,1751,DK205,3,19,1,January,2020
85,2020-01-19,772,RK603,5,19,1,January,2020
86,2020-01-19,1626,DK207,5,19,1,January,2020
87,2020-01-20,99,EB518,1,20,1,January,2020
88,2020-01-20,209,EB521,3,20,1,January,2020
89,2020-01-20,459,EB511,4,20,1,January,2020
90,2020-01-21,430,EB504,2,21,1,January,2020
91,2020-01-21,1614,EB502,2,21,1,January,2020
92,2020-01-21,681,RK602,4,21,1,January,2020
93,2020-01-21,1634,RS707,4,21,1,January,2020
94,2020-01-21,1792,EB517,2,21,1,January,2020
95,2020-01-21,865,RS707,5,21,1,January,2020
96,2020-01-21,932,DS307,4,21,1,January,2020
97,2020-01-21,719,DS301,3,21,1,January,2020
98,2020-01-21,1830,DS303,5,21,1,January,2020
99,2020-01-21,1524,EB518,3,21,1,January,2020
100,2020-01-21,847,RS704,6,21,1,January,2020
101,2020-01-21,1002,RK606,2,21,1,January,2020
102,2020-01-22,1326,DS306,3,22,1,January,2020
103,2020-01-22,1833,DK202,5,22,1,January,2020
104,2020-01-22,1302,DS302,1,22,1,January,2020
105,2020-01-22,1103,EB521,3,22,1,January,2020
106,2020-01-22,1830,DS305,4,22,1,January,2020
107,2020-01-23,2035,TV813,5,23,1,January,2020
108,2020-01-23,260,TV803,2,23,1,January,2020
109,2020-01-23,1824,EB512,3,23,1,January,2020
110,2020-01-23,1737,RS703,5,23,1,January,2020
111,2020-01-23,160,DS305,5,23,1,January,2020
112,2020-01-23,551,EB504,4,23,1,January,2020
113,2020-01-23,1589,BP101,4,23,1,January,2020
114,2020-01-23,275,DK206,4,23,1,January,2020
115,2020-01-23,1523,TV811,4,23,1,January,2020
116,2020-01-24,20,TV808,3,24,1,January,2020
117,2020-01-24,908,DS305,2,24,1,January,2020
118,2020-01-24,2031,DS301,3,24,1,January,2020
119,2020-01-24,1436,BP109,3,24,1,January,2020
120,2020-01-24,1599,EB504,4,24,1,January,2020
121,2020-01-24,303,RK607,5,24,1,January,2020
122,2020-01-24,5,TV804,1,24,1,January,2020
123,2020-01-25,1078,DS306,5,25,1,January,2020
124,2020-01-25,1646,BP107,5,25,1,January,2020
125,2020-01-25,831,TV806,3,25,1,January,2020
126,2020-01-25,1111,TV804,4,25,1,January,2020
127,2020-01-26,1886,DK208,4,26,1,January,2020
128,2020-01-26,2013,DS305,5,26,1,January,2020
129,2020-01-26,1848,EB507,3,26,1,January,2020
130,2020-01-27,1533,EB509,1,27,1,January,2020
131,2020-01-27,1591,RS705,3,27,1,January,2020
132,2020-01-27,345,EB503,5,27,1,January,2020
133,2020-01-27,256,BP102,1,27,1,January,2020
134,2020-01-27,1031,EB509,5,27,1,January,2020
135,2020-01-27,216,EB513,4,27,1,January,2020
136,2020-01-27,1839,EB520,5,27,1,January,2020
137,2020-01-28,1802,TV805,3,28,1,January,2020
138,2020-01-28,1306,EB502,4,28,1,January,2020
139,2020-01-28,1942,EB509,3,28,1,January,2020
140,2020-01-29,1842,BP105,4,29,1,January,2020
141,2020-01-29,1344,EB504,4,29,1,January,2020
142,2020-01-29,1161,TV802,5,29,1,January,2020
143,2020-01-30,1227,EB514,4,30,1,January,2020
144,2020-01-30,1157,RS703,5,30,1,January,2020
145,2020-01-30,1572,DK206,4,30,1,January,2020
146,2020-01-30,1696,BP107,3,30,1,January,2020
147,2020-01-30,1741,RS703,3,30,1,January,2020
148,2020-01-31,451,TV803,3,31,1,January,2020
149,2020-01-31,961,DK208,4,31,1,January,2020
150,2020-01-31,568,DS303,2,31,1,January,2020
151,2020-01-31,2031,TV801,3,31,1,January,2020
152,2020-01-31,1136,EB502,4,31,1,January,2020
153,2020-01-31,1983,RK602,2,31,1,January,2020
154,2020-02-01,1119,TV802,1,1,2,February,2020
155,2020-02-01,685,TV808,5,1,2,February,2020
156,2020-02-01,1505,DK209,3,1,2,February,2020
157,2020-02-01,535,EB520,4,1,2,February,2020
158,2020-02-02,1648,BP106,5,2,2,February,2020
159,2020-02-02,645,BP106,5,2,2,February,2020
160,2020-02-02,1036,BP110,4,2,2,February,2020
161,2020-02-02,1628,BP108,2,2,2,February,2020
162,2020-02-02,1996,EB511,5,2,2,February,2020
163,2020-02-02,1585,RS703,2,2,2,February,2020
164,2020-02-03,868,EB514,3,3,2,February,2020
165,2020-02-03,1991,EB501,3,3,2,February,2020
166,2020-02-03,604,DK202,2,3,2,February,2020
167,2020-02-03,1070,RS707,5,3,2,February,2020
168,2020-02-04,1825,RS703,4,4,2,February,2020
169,2020-02-04,481,RK603,6,4,2,February,2020
170,2020-02-04,2021,EB508,5,4,2,February,2020
171,2020-02-04,500,BP109,3,4,2,February,2020
172,2020-02-04,1320,TV812,3,4,2,February,2020
173,2020-02-05,707,EB512,3,5,2,February,2020
174,2020-02-05,1296,DK204,2,5,2,February,2020
175,2020-02-05,496,RK605,5,5,2,February,2020
176,2020-02-05,1547,DK202,3,5,2,February,2020
177,2020-02-05,1508,TV813,2,5,2,February,2020
178,2020-02-06,1267,DK208,3,6,2,February,2020
179,2020-02-06,204,EB505,3,6,2,February,2020
180,2020-02-06,1018,BP104,4,6,2,February,2020
181,2020-02-06,770,DK209,3,6,2,February,2020
182,2020-02-06,1081,BP110,3,6,2,February,2020
183,2020-02-07,661,EB503,4,7,2,February,2020
184,2020-02-07,302,EB504,4,7,2,February,2020
185,2020-02-07,1589,BP102,4,7,2,February,2020
186,2020-02-07,1084,EB505,2,7,2,February,2020
187,2020-02-07,840,EB503,1,7,2,February,2020
188,2020-02-07,510,DS307,5,7,2,February,2020
189,2020-02-08,454,TV811,5,8,2,February,2020
190,2020-02-08,1068,EB505,6,8,2,February,2020
191,2020-02-08,1634,DK207,4,8,2,February,2020
192,2020-02-08,1023,TV811,2,8,2,February,2020
193,2020-02-08,958,DS304,3,8,2,February,2020
194,2020-02-08,202,RS706,4,8,2,February,2020
195,2020-02-09,1634,EB513,3,9,2,February,2020
196,2020-02-09,1761,BP105,3,9,2,February,2020
197,2020-02-09,934,RS704,4,9,2,February,2020
198,2020-02-09,1033,BP105,3,9,2,February,2020
199,2020-02-09,1905,EB509,2,9,2,February,2020
200,2020-02-09,922,DK202,6,9,2,February,2020
201,2020-02-09,456,RK602,3,9,2,February,2020
202,2020-02-10,1614,DK207,1,10,2,February,2020
203,2020-02-10,312,TV802,2,10,2,February,2020
204,2020-02-10,203,EB513,3,10,2,February,2020
205,2020-02-10,1289,RK602,3,10,2,February,2020
206,2020-02-11,1894,DK207,5,11,2,February,2020
207,2020-02-11,1951,EB516,4,11,2,February,2020
208,2020-02-11,1290,DS302,3,11,2,February,2020
209,2020-02-11,802,EB512,3,11,2,February,2020
210,2020-02-11,1399,RS705,2,11,2,February,2020
211,2020-02-12,1119,DS301,4,12,2,February,2020
212,2020-02-12,2059,BP102,6,12,2,February,2020
213,2020-02-12,1584,EB514,5,12,2,February,2020
214,2020-02-12,680,DS305,1,12,2,February,2020
215,2020-02-12,156,TV808,5,12,2,February,2020
216,2020-02-12,1549,RS704,6,12,2,February,2020
217,2020-02-12,1797,TV809,5,12,2,February,2020
218,2020-02-12,906,DK203,4,12,2,February,2020
219,2020-02-13,1233,DS306,2,13,2,February,2020
220,2020-02-13,1043,RS704,5,13,2,February,2020
221,2020-02-13,1161,TV807,5,13,2,February,2020
222,2020-02-13,1002,EB519,5,13,2,February,2020
223,2020-02-13,848,RK605,4,13,2,February,2020
224,2020-02-14,1905,TV804,4,14,2,February,2020
225,2020-02-14,240,DK207,2,14,2,February,2020
226,2020-02-14,150,RS703,3,14,2,February,2020
227,2020-02-15,2040,BP105,3,15,2,February,2020
228,2020-02-15,1414,BP105,6,15,2,February,2020
229,2020-02-15,560,DK208,2,15,2,February,2020
230,2020-02-15,1170,BP106,2,15,2,February,2020
231,2020-02-15,866,EB513,5,15,2,February,2020
232,2020-02-16,1198,EB514,2,16,2,February,2020
233,2020-02-16,962,DS303,1,16,2,February,2020
234,2020-02-16,1114,EB504,4,16,2,February,2020
235,2020-02-16,1123,TV813,3,16,2,February,2020
236,2020-02-16,1457,RS704,3,16,2,February,2020
237,2020-02-16,132,DS302,5,16,2,February,2020
238,2020-02-16,1946,DS301,3,16,2,February,2020
239,2020-02-16,1879,EB511,3,16,2,February,2020
240,2020-02-17,422,EB511,4,17,2,February,2020
241,2020-02-17,1861,TV811,3,17,2,February,2020
242,2020-02-18,633,EB502,4,18,2,February,2020
243,2020-02-18,1932,DK207,6,18,2,February,2020
244,2020-02-18,1447,BP102,4,18,2,February,2020
245,2020-02-18,973,DK208,4,18,2,February,2020
246,2020-02-18,2082,DK201,5,18,2,February,2020
247,2020-02-18,735,TV812,3,18,2,February,2020
248,2020-02-18,1434,DS301,5,18,2,February,2020
249,2020-02-19,724,EB516,2,19,2,February,2020
250,2020-02-19,867,RS705,6,19,2,February,2020
251,2020-02-20,1909,BP110,5,20,2,February,2020
252,2020-02-20,1928,EB506,4,20,2,February,2020
253,2020-02-20,126,DK205,5,20,2,February,2020
254,2020-02-20,678,DK204,4,20,2,February,2020
255,2020-02-21,1950,EB519,4,21,2,February,2020
256,2020-02-21,1946,RS704,5,21,2,February,2020
257,2020-02-21,1480,DK207,2,21,2,February,2020
258,2020-02-21,1647,BP107,3,21,2,February,2020
259,2020-02-21,1578,BP105,3,21,2,February,2020
260,2020-02-21,1226,DK209,5,21,2,February,2020
261,2020-02-21,1204,TV811,5,21,2,February,2020
262,2020-02-21,198,BP108,5,21,2,February,2020
263,2020-02-21,340,TV801,3,21,2,February,2020
264,2020-02-22,1006,BP106,4,22,2,February,2020
265,2020-02-24,497,BP110,2,24,2,February,2020
266,2020-02-24,2101,EB519,2,24,2,February,2020
267,2020-02-24,1454,DK201,1,24,2,February,2020
268,2020-02-24,2099,RK604,2,24,2,February,2020
269,2020-02-24,28,TV808,2,24,2,February,2020
270,2020-02-24,146,TV812,1,24,2,February,2020
271,2020-02-25,813,DS304,2,25,2,February,2020
272,2020-02-25,1603,EB519,1,25,2,February,2020
273,2020-02-25,505,EB520,3,25,2,February,2020
274,2020-02-25,119,RS703,3,25,2,February,2020
275,2020-02-25,1421,EB511,3,25,2,February,2020
276,2020-02-25,1959,EB509,5,25,2,February,2020
277,2020-02-25,1863,RK607,3,25,2,February,2020
278,2020-02-25,680,EB521,1,25,2,February,2020
279,2020-02-25,1742,BP105,4,25,2,February,2020
280,2020-02-25,1608,BP107,3,25,2,February,2020
281,2020-02-26,607,EB512,3,26,2,February,2020
282,2020-02-26,1802,DK206,3,26,2,February,2020
283,2020-02-26,1500,EB514,4,26,2,February,2020
284,2020-02-26,1911,EB520,5,26,2,February,2020
285,2020-02-26,915,TV807,5,26,2,February,2020
286,2020-02-26,653,EB508,2,26,2,February,2020
287,2020-02-27,1187,RK602,4,27,2,February,2020
288,2020-02-27,580,TV804,4,27,2,February,2020
289,2020-02-28,133,EB511,5,28,2,February,2020
290,2020-02-28,1334,RS707,3,28,2,February,2020
291,2020-02-28,522,EB519,4,28,2,February,2020
292,2020-02-28,1851,EB502,4,28,2,February,2020
293,2020-02-28,705,DS305,4,28,2,February,2020
294,2020-02-29,363,EB518,1,29,2,February,2020
295,2020-02-29,599,RS703,5,29,2,February,2020
296,2020-03-01,1474,DK204,3,1,3,March,2020
297,2020-03-01,1309,BP105,4,1,3,March,2020
298,2020-03-01,1258,RS703,3,1,3,March,2020
299,2020-03-01,1565,EB511,3,1,3,March,2020
300,2020-03-01,358,RK603,2,1,3,March,2020
301,2020-03-02,2041,RK602,4,2,3,March,2020
302,2020-03-02,2022,DS303,4,2,3,March,2020
303,2020-03-02,1688,TV804,2,2,3,March,2020
304,2020-03-02,1223,EB506,2,2,3,March,2020
305,2020-03-02,1712,DK205,5,2,3,March,2020
306,2020-03-02,423,DK202,2,2,3,March,2020
307,2020-03-02,1711,BP110,2,2,3,March,2020
308,2020-03-02,912,BP109,5,2,3,March,2020
309,2020-03-02,1570,DS304,4,2,3,March,2020
310,2020-03-03,1726,RK605,3,3,3,March,2020
311,2020-03-03,981,TV805,2,3,3,March,2020
312,2020-03-03,1884,RS706,5,3,3,March,2020
313,2020-03-03,1289,EB506,3,3,3,March,2020
314,2020-03-03,1209,TV812,3,3,3,March,2020
315,2020-03-03,404,RS702,1,3,3,March,2020
316,2020-03-03,1102,RS703,3,3,3,March,2020
317,2020-03-03,1520,DS302,3,3,3,March,2020
318,2020-03-03,2045,EB508,4,3,3,March,2020
319,2020-03-04,1445,DK208,1,4,3,March,2020
320,2020-03-04,183,EB513,5,4,3,March,2020
321,2020-03-04,1923,BP108,2,4,3,March,2020
322,2020-03-05,1880,TV808,4,5,3,March,2020
323,2020-03-06,321,DK204,3,6,3,March,2020
324,2020-03-06,902,DK202,2,6,3,March,2020
325,2020-03-06,281,EB513,1,6,3,March,2020
326,2020-03-07,6,BP107,5,7,3,March,2020
327,2020-03-07,1909,TV806,4,7,3,March,2020
328,2020-03-07,1582,DS301,5,7,3,March,2020
329,2020-03-07,1374,RK602,5,7,3,March,2020
330,2020-03-08,1694,RK603,2,8,3,March,2020
331,2020-03-08,1223,RS705,1,8,3,March,2020
332,2020-03-08,1648,DS302,5,8,3,March,2020
333,2020-03-08,1783,EB506,5,8,3,March,2020
334,2020-03-09,1078,TV805,6,9,3,March,2020
335,2020-03-09,1149,DS307,1,9,3,March,2020
336,2020-03-09,1238,TV813,3,9,3,March,2020
337,2020-03-09,1193,EB507,6,9,3,March,2020
338,2020-03-09,797,RK602,4,9,3,March,2020
339,2020-03-09,134,RS702,3,9,3,March,2020
340,2020-03-10,460,TV804,1,10,3,March,2020
341,2020-03-10,1072,BP101,3,10,3,March,2020
342,2020-03-10,760,EB506,2,10,3,March,2020
343,2020-03-10,331,RK604,4,10,3,March,2020
344,2020-03-11,426,BP108,4,11,3,March,2020
345,2020-03-11,1073,RK605,3,11,3,March,2020
346,2020-03-11,1899,BP110,3,11,3,March,2020
347,2020-03-12,1025,EB501,3,12,3,March,2020
348,2020-03-12,2061,BP108,2,12,3,March,2020
349,2020-03-12,1523,RS704,3,12,3,March,2020
350,2020-03-12,508,RK606,2,12,3,March,2020
351,2020-03-13,200,RS706,4,13,3,March,2020
352,2020-03-13,2090,DS306,5,13,3,March,2020
353,2020-03-13,1847,RS703,2,13,3,March,2020
354,2020-03-13,1502,DS302,5,13,3,March,2020
355,2020-03-13,1850,BP110,4,13,3,March,2020
356,2020-03-14,2044,TV812,3,14,3,March,2020
357,2020-03-14,1203,RK604,5,14,3,March,2020
358,2020-03-14,187,TV802,5,14,3,March,2020
359,2020-03-15,380,EB514,1,15,3,March,2020
360,2020-03-15,141,DK209,4,15,3,March,2020
361,2020-03-15,670,BP104,1,15,3,March,2020
362,2020-03-15,2079,BP110,4,15,3,March,2020
363,2020-03-15,430,RK604,2,15,3,March,2020
364,2020-03-16,274,RS707,4,16,3,March,2020
365,2020-03-16,2114,RK603,3,16,3,March,2020
366,2020-03-16,675,RS705,3,16,3,March,2020
367,2020-03-17,1503,RS705,3,17,3,March,2020
368,2020-03-17,798,EB508,3,17,3,March,2020
369,2020-03-17,488,TV806,5,17,3,March,2020
370,2020-03-17,1573,DS307,5,17,3,March,2020
371,2020-03-17,2088,BP105,6,17,3,March,2020
372,2020-03-17,1714,EB504,2,17,3,March,2020
373,2020-03-18,1291,BP110,1,18,3,March,2020
374,2020-03-18,445,BP110,6,18,3,March,2020
375,2020-03-18,2103,RS702,3,18,3,March,2020
376,2020-03-18,1778,EB517,3,18,3,March,2020
377,2020-03-19,1092,BP102,3,19,3,March,2020
378,2020-03-19,686,DK208,4,19,3,March,2020
379,2020-03-20,372,EB505,3,20,3,March,2020
380,2020-03-20,1935,RS703,5,20,3,March,2020
381,2020-03-20,1446,BP109,4,20,3,March,2020
382,2020-03-21,19,RK607,5,21,3,March,2020
383,2020-03-21,1907,TV805,3,21,3,March,2020
384,2020-03-21,1111,BP110,4,21,3,March,2020
385,2020-03-21,940,BP104,6,21,3,March,2020
386,2020-03-21,2077,DK206,4,21,3,March,2020
387,2020-03-22,724,TV809,4,22,3,March,2020
388,2020-03-22,22,RK603,5,22,3,March,2020
389,2020-03-22,479,EB511,5,22,3,March,2020
390,2020-03-22,966,BP110,1,22,3,March,2020
391,2020-03-22,1307,BP102,4,22,3,March,2020
392,2020-03-22,1648,DK207,4,22,3,March,2020
393,2020-03-23,1645,TV808,5,23,3,March,2020
394,2020-03-23,1539,EB503,4,23,3,March,2020
395,2020-03-23,114,EB506,4,23,3,March,2020
396,2020-03-23,187,BP107,1,23,3,March,2020
397,2020-03-24,1894,EB503,3,24,3,March,2020
398,2020-03-24,551,TV807,4,24,3,March,2020
399,2020-03-24,1695,DK206,5,24,3,March,2020
400,2020-03-24,71,TV808,4,24,3,March,2020
401,2020-03-24,173,DK202,3,24,3,March,2020
402,2020-03-25,354,DS301,2,25,3,March,2020
403,2020-03-25,252,DK202,4,25,3,March,2020
404,2020-03-26,1256,BP101,2,26,3,March,2020
405,2020-03-26,170,DK203,5,26,3,March,2020
406,2020-03-26,2115,DS307,1,26,3,March,2020
407,2020-03-27,682,TV813,3,27,3,March,2020
408,2020-03-27,630,BP110,2,27,3,March,2020
409,2020-03-27,735,EB514,6,27,3,March,2020
410,2020-03-27,897,BP108,1,27,3,March,2020
411,2020-03-27,1147,RK606,3,27,3,March,2020
412,2020-03-27,1420,TV804,3,27,3,March,2020
413,2020-03-28,1135,RS707,5,28,3,March,2020
414,2020-03-28,356,DS306,5,28,3,March,2020
415,2020-03-28,1254,EB504,4,28,3,March,2020
416,2020-03-29,1566,EB505,5,29,3,March,2020
417,2020-03-29,507,TV811,1,29,3,March,2020
418,2020-03-29,905,TV804,4,29,3,March,2020
419,2020-03-29,1709,RS707,3,29,3,March,2020
420,2020-03-29,420,TV810,4,29,3,March,2020
421,2020-03-30,319,TV806,2,30,3,March,2020
422,2020-03-30,2088,DK208,2,30,3,March,2020
423,2020-03-30,18,DS302,3,30,3,March,2020
424,2020-03-31,1559,DK201,3,31,3,March,2020
425,2020-03-31,415,EB514,2,31,3,March,2020
426,2020-03-31,723,EB514,4,31,3,March,2020
427,2020-04-01,1749,BP110,3,1,4,April,2020
428,2020-04-01,1503,RS703,2,1,4,April,2020
429,2020-04-01,406,DK207,1,1,4,April,2020
430,2020-04-01,635,DK208,3,1,4,April,2020
431,2020-04-01,231,BP110,3,1,4,April,2020
432,2020-04-01,1303,TV810,1,1,4,April,2020
433,2020-04-01,553,EB518,1,1,4,April,2020
434,2020-04-01,1041,EB504,5,1,4,April,2020
435,2020-04-01,400,DS307,5,1,4,April,2020
436,2020-04-01,1737,EB513,5,1,4,April,2020
437,2020-04-02,1010,TV803,3,2,4,April,2020
438,2020-04-02,211,RS704,5,2,4,April,2020
439,2020-04-02,1355,TV805,4,2,4,April,2020
440,2020-04-03,763,DK203,6,3,4,April,2020
441,2020-04-03,1714,BP101,5,3,4,April,2020
442,2020-04-03,1389,BP105,3,3,4,April,2020
443,2020-04-03,1416,DS302,4,3,4,April,2020
444,2020-04-03,1972,EB511,2,3,4,April,2020
445,2020-04-03,779,RK602,3,3,4,April,2020
446,2020-04-03,1110,EB516,4,3,4,April,2020
447,2020-04-03,209,TV802,1,3,4,April,2020
448,2020-04-03,472,DK209,4,3,4,April,2020
449,2020-04-03,2067,RK605,1,3,4,April,2020
450,2020-04-03,190,EB505,5,3,4,April,2020
451,2020-04-03,562,DS305,5,3,4,April,2020
452,2020-04-03,107,DS302,3,3,4,April,2020
453,2020-04-04,1418,RS702,2,4,4,April,2020
454,2020-04-04,1815,EB505,3,4,4,April,2020
455,2020-04-04,303,DK205,3,4,4,April,2020
456,2020-04-04,480,EB513,4,4,4,April,2020
457,2020-04-05,1365,DK206,2,5,4,April,2020
458,2020-04-05,848,BP101,4,5,4,April,2020
459,2020-04-05,979,DK205,2,5,4,April,2020
460,2020-04-05,756,TV809,5,5,4,April,2020
461,2020-04-05,20,RK607,6,5,4,April,2020
462,2020-04-05,1378,TV802,2,5,4,April,2020
463,2020-04-05,1059,RS704,3,5,4,April,2020
464,2020-04-06,1315,BP110,4,6,4,April,2020
465,2020-04-06,631,BP104,6,6,4,April,2020
466,2020-04-06,735,DS304,2,6,4,April,2020
467,2020-04-06,403,EB519,4,6,4,April,2020
468,2020-04-06,1420,EB516,3,6,4,April,2020
469,2020-04-07,385,BP105,5,7,4,April,2020
470,2020-04-07,1101,DS301,5,7,4,April,2020
471,2020-04-07,1869,EB518,3,7,4,April,2020
472,2020-04-07,345,RK602,5,7,4,April,2020
473,2020-04-07,335,EB520,5,7,4,April,2020
474,2020-04-07,1209,TV810,2,7,4,April,2020
475,2020-04-07,1173,TV811,4,7,4,April,2020
476,2020-04-07,314,EB507,3,7,4,April,2020
477,2020-04-08,98,EB513,6,8,4,April,2020
478,2020-04-09,1676,EB504,5,9,4,April,2020
479,2020-04-09,962,RS706,2,9,4,April,2020
480,2020-04-09,2005,EB509,3,9,4,April,2020
481,2020-04-09,8,TV805,5,9,4,April,2020
482,2020-04-09,2109,DK205,3,9,4,April,2020
483,2020-04-10,1070,DK208,2,10,4,April,2020
484,2020-04-10,1388,DK208,3,10,4,April,2020
485,2020-04-10,1255,BP107,4,10,4,April,2020
486,2020-04-10,321,EB511,4,10,4,April,2020
487,2020-04-10,1175,TV802,3,10,4,April,2020
488,2020-04-11,1370,EB506,4,11,4,April,2020
489,2020-04-11,1078,RS703,2,11,4,April,2020
490,2020-04-11,820,EB501,5,11,4,April,2020
491,2020-04-11,1684,EB506,3,11,4,April,2020
492,2020-04-12,373,EB502,2,12,4,April,2020
493,2020-04-13,763,EB507,4,13,4,April,2020
494,2020-04-13,1317,RS702,3,13,4,April,2020
495,2020-04-13,1006,TV806,5,13,4,April,2020
496,2020-04-14,1407,DK203,5,14,4,April,2020
497,2020-04-14,242,DS307,4,14,4,April,2020
498,2020-04-14,1153,DK205,5,14,4,April,2020
499,2020-04-14,149,RS706,4,14,4,April,2020
500,2020-04-15,1533,EB506,3,15,4,April,2020
501,2020-04-15,1933,BP106,4,15,4,April,2020
502,2020-04-16,1547,TV801,3,16,4,April,2020
503,2020-04-16,449,BP107,5,16,4,April,2020
504,2020-04-16,1304,EB505,1,16,4,April,2020
505,2020-04-16,1503,EB507,3,16,4,April,2020
506,2020-04-16,1840,RS703,4,16,4,April,2020
507,2020-04-16,1654,RK603,2,16,4,April,2020
508,2020-04-17,551,TV810,3,17,4,April,2020
509,2020-04-17,1733,BP108,2,17,4,April,2020
510,2020-04-17,1115,RK607,3,17,4,April,2020
511,2020-04-17,729,BP101,5,17,4,April,2020
512,2020-04-18,1975,RK607,3,18,4,April,2020
513,2020-04-18,544,TV802,3,18,4,April,2020
514,2020-04-18,534,EB502,3,18,4,April,2020
515,2020-04-19,1860,DK208,1,19,4,April,2020
516,2020-04-19,1615,TV802,5,19,4,April,2020
517,2020-04-20,1964,DK208,5,20,4,April,2020
518,2020-04-20,530,EB511,4,20,4,April,2020
519,2020-04-20,355,EB509,3,20,4,April,2020
520,2020-04-20,1332,DK204,6,20,4,April,2020
521,2020-04-20,133,EB513,3,20,4,April,2020
522,2020-04-21,1231,EB514,3,21,4,April,2020
523,2020-04-21,423,RK603,1,21,4,April,2020
524,2020-04-21,492,DS301,3,21,4,April,2020
